%time Input_Analog Output_Analog
8.9384e-06 -1.24559465553 -0.311982891812
8.9385e-06 -1.24367433436 -0.312041180716
8.9386e-06 -1.24175352221 -0.312099345945
8.9387e-06 -1.23983221983 -0.312157387477
8.9388e-06 -1.23791042799 -0.312215305288
8.9389e-06 -1.23598814743 -0.312273099356
8.939e-06 -1.23406537893 -0.312330769657
8.9391e-06 -1.23214212325 -0.31238831617
8.9392e-06 -1.23021838113 -0.312445738872
8.9393e-06 -1.22829415334 -0.312503037739
8.9394e-06 -1.22636944063 -0.31256021275
8.9395e-06 -1.22444424378 -0.312617263882
8.9396e-06 -1.22251856354 -0.312674191111
8.9397e-06 -1.22059240066 -0.312730994417
8.9398e-06 -1.21866575592 -0.312787673776
8.9399e-06 -1.21673863006 -0.312844229166
8.94e-06 -1.21481102386 -0.312900660565
8.9401e-06 -1.21288293807 -0.31295696795
8.9402e-06 -1.21095437345 -0.3130131513
8.9403e-06 -1.20902533076 -0.313069210592
8.9404e-06 -1.20709581077 -0.313125145804
8.9405e-06 -1.20516581424 -0.313180956914
8.9406e-06 -1.20323534193 -0.3132366439
8.9407e-06 -1.2013043946 -0.31329220674
8.9408e-06 -1.19937297301 -0.313347645413
8.9409e-06 -1.19744107794 -0.313402959895
8.941e-06 -1.19550871012 -0.313458150167
8.9411e-06 -1.19357587035 -0.313513216205
8.9412e-06 -1.19164255936 -0.313568157988
8.9413e-06 -1.18970877794 -0.313622975494
8.9414e-06 -1.18777452684 -0.313677668702
8.9415e-06 -1.18583980682 -0.31373223759
8.9416e-06 -1.18390461865 -0.313786682137
8.9417e-06 -1.1819689631 -0.313841002322
8.9418e-06 -1.18003284092 -0.313895198122
8.9419e-06 -1.17809625288 -0.313949269516
8.942e-06 -1.17615919975 -0.314003216484
8.9421e-06 -1.1742216823 -0.314057039004
8.9422e-06 -1.17228370127 -0.314110737054
8.9423e-06 -1.17034525745 -0.314164310614
8.9424e-06 -1.1684063516 -0.314217759662
8.9425e-06 -1.16646698447 -0.314271084177
8.9426e-06 -1.16452715685 -0.314324284139
8.9427e-06 -1.16258686948 -0.314377359526
8.9428e-06 -1.16064612315 -0.314430310317
8.9429e-06 -1.15870491861 -0.314483136492
8.943e-06 -1.15676325663 -0.314535838029
8.9431e-06 -1.15482113798 -0.314588414909
8.9432e-06 -1.15287856343 -0.31464086711
8.9433e-06 -1.15093553374 -0.314693194611
8.9434e-06 -1.14899204967 -0.314745397392
8.9435e-06 -1.147048112 -0.314797475432
8.9436e-06 -1.1451037215 -0.314849428711
8.9437e-06 -1.14315887893 -0.314901257208
8.9438e-06 -1.14121358505 -0.314952960903
8.9439e-06 -1.13926784065 -0.315004539776
8.944e-06 -1.13732164648 -0.315055993806
8.9441e-06 -1.13537500331 -0.315107322973
8.9442e-06 -1.13342791191 -0.315158527256
8.9443e-06 -1.13148037306 -0.315209606636
8.9444e-06 -1.12953238751 -0.315260561092
8.9445e-06 -1.12758395604 -0.315311390604
8.9446e-06 -1.12563507942 -0.315362095152
8.9447e-06 -1.12368575842 -0.315412674717
8.9448e-06 -1.1217359938 -0.315463129278
8.9449e-06 -1.11978578634 -0.315513458815
8.945e-06 -1.11783513681 -0.315563663309
8.9451e-06 -1.11588404597 -0.315613742739
8.9452e-06 -1.1139325146 -0.315663697087
8.9453e-06 -1.11198054347 -0.315713526332
8.9454e-06 -1.11002813334 -0.315763230454
8.9455e-06 -1.108075285 -0.315812809435
8.9456e-06 -1.1061219992 -0.315862263254
8.9457e-06 -1.10416827672 -0.315911591892
8.9458e-06 -1.10221411834 -0.31596079533
8.9459e-06 -1.10025952481 -0.316009873548
8.946e-06 -1.09830449693 -0.316058826527
8.9461e-06 -1.09634903545 -0.316107654247
8.9462e-06 -1.09439314114 -0.31615635669
8.9463e-06 -1.09243681479 -0.316204933835
8.9464e-06 -1.09048005717 -0.316253385665
8.9465e-06 -1.08852286903 -0.31630171216
8.9466e-06 -1.08656525117 -0.3163499133
8.9467e-06 -1.08460720435 -0.316397989067
8.9468e-06 -1.08264872934 -0.316445939443
8.9469e-06 -1.08068982692 -0.316493764407
8.947e-06 -1.07873049786 -0.316541463941
8.9471e-06 -1.07677074294 -0.316589038027
8.9472e-06 -1.07481056292 -0.316636486645
8.9473e-06 -1.07284995858 -0.316683809777
8.9474e-06 -1.0708889307 -0.316731007404
8.9475e-06 -1.06892748005 -0.316778079508
8.9476e-06 -1.06696560741 -0.31682502607
8.9477e-06 -1.06500331354 -0.316871847071
8.9478e-06 -1.06304059923 -0.316918542494
8.9479e-06 -1.06107746524 -0.316965112319
8.948e-06 -1.05911391236 -0.317011556529
8.9481e-06 -1.05714994136 -0.317057875105
8.9482e-06 -1.05518555301 -0.317104068028
8.9483e-06 -1.05322074809 -0.317150135281
8.9484e-06 -1.05125552738 -0.317196076846
8.9485e-06 -1.04928989165 -0.317241892703
8.9486e-06 -1.04732384167 -0.317287582836
8.9487e-06 -1.04535737823 -0.317333147227
8.9488e-06 -1.04339050209 -0.317378585856
8.9489e-06 -1.04142321405 -0.317423898707
8.949e-06 -1.03945551486 -0.317469085762
8.9491e-06 -1.03748740532 -0.317514147002
8.9492e-06 -1.03551888619 -0.31755908241
8.9493e-06 -1.03354995825 -0.317603891969
8.9494e-06 -1.03158062229 -0.31764857566
8.9495e-06 -1.02961087907 -0.317693133466
8.9496e-06 -1.02764072938 -0.317737565369
8.9497e-06 -1.02567017399 -0.317781871353
8.9498e-06 -1.02369921369 -0.317826051398
8.9499e-06 -1.02172784924 -0.317870105489
8.95e-06 -1.01975608144 -0.317914033608
8.9501e-06 -1.01778391105 -0.317957835736
8.9502e-06 -1.01581133885 -0.318001511858
8.9503e-06 -1.01383836563 -0.318045061956
8.9504e-06 -1.01186499216 -0.318088486013
8.9505e-06 -1.00989121922 -0.318131784011
8.9506e-06 -1.0079170476 -0.318174955934
8.9507e-06 -1.00594247806 -0.318218001764
8.9508e-06 -1.00396751139 -0.318260921485
8.9509e-06 -1.00199214838 -0.318303715079
8.951e-06 -1.00001638979 -0.318346382531
8.9511e-06 -0.99804023641 -0.318388923822
8.9512e-06 -0.996063689021 -0.318431338936
8.9513e-06 -0.994086748402 -0.318473627857
8.9514e-06 -0.992109415334 -0.318515790568
8.9515e-06 -0.990131690596 -0.318557827052
8.9516e-06 -0.98815357497 -0.318599737293
8.9517e-06 -0.986175069237 -0.318641521273
8.9518e-06 -0.984196174177 -0.318683178978
